iter	RMSE
690	460.0964287
691	459.8996442
692	459.809754
693	459.7826832
694	459.7642265
695	459.6112737
696	459.472457
697	459.419203
698	459.2901392
699	459.2888169
700	459.2058975
701	459.0842691
702	458.858438
703	458.8255663
704	458.7673595
705	458.5116536
706	458.4910679
707	458.437226
708	458.1958044
709	458.007233
710	457.7101945
711	457.6570972
712	457.5010982
713	457.4189819
714	457.3680544
715	457.3602959
716	457.2233087
717	457.0973603
718	457.0596285
719	456.9864316
720	456722	471.3721	456.7702853
722	456.7350597
723	456.7026876
724	456.6200513
725	456.6188426
726	456.5651764
727	456.4643192
728	456.4631274
729	45731	470.2730	456.3444396
731	456.2812449
732	45734	469.96733	45735	469.89734	455.9531257
735	4737	469.46736	45738	469.30737	45739	469.13738	45740	469.06739	45741	468.91740	45742	468.80741	4743	468.585742	4744	468.507743	4745	468.42744	45746	468.35745	45747	468.29746	45748	468.19747	45749	468.1632665
750	468.0075509
751	467.877493
752	467.8598317
753	467.7067266
754	467.6497523
755	467.6128022
756	467.5487627
757	467.4704711
758	467.4316505
759	467.3278037
760	467.2556356
761	467.1992514
762	467.0695029
763	467.0117029
764	466.9420049
765	466.9297138
766	466.7619866
767	466.5524268
768	466.4683092
769	466.3376139
770	466.2366722
771	466.1321566
772	466.0646261
773	465.9165112
774	465.8578573
775	465.8268131
776	465.7543925
777	465.7528951
778	465.7336392
779	465.6529024
780	465.5097996
781	465.4996875
782	465.3668497
783	465.3496196
784	465.2205143
785	465.1600454
786	465.1354241
787	465.0607466
788	464.9800608
789	464.8202025
790	464.6959405
791	464.6369157
792	464.5413073
793	464.491952
794	464.4855941
795	464.3800896
796	464.2959995
797	464.2156219
798	464.2037665
799	464.0560604
800	463.8643644
801	463.7450526
802	463.7288476
803	463.5708294
804	463.4761467
805	463.3736444
806	463.2006827
807	463.1405541
808	463.0916269
809	462.949818
810	462.7370945
811	462.6309344
812	462.6164597
813	462.5409423
814	462.4770034
815	462.3431275
816	462.279274
817	462.175987
818	461.9786237
819	461.8877577
820	461.778469
821	461.5355387
822	461.4695897
823	461.329757
824	461.1665821
825	460.989832
826	460.8785692
827	460.8502797
828	460.7206258
829	460.6159387
830	460.4967828
831	460.287227
832	460.1634035
833	460.0769817
834	459.9888119
835	459.9283281
836	459.9051924
837	459.7995487
838	459.7264823
839	459.719129
840	459.6349721
841	459.5109682
842	459.4586347
843	459.3213645
844	459.2627927
845	459.1400276
846	459.1161673
847	459.0223264
848	458.8624778
849	458.7323261
850	458.6410941
851	458.4774865
852	458.4545637
853	458.4534387
854	458.34143
855	458.256338
856	458.1434594
857	458.0294343
858	457.9795552
859	457.8520245
860	457.8328698
861	457.8150433
862	457.6848458
863	457.6421892
864	457.5590422
865	457.4775944
866	457.4150928
867	457.3774483
868	457.3245179
869	457.2795761
870	457.1884866
871	457.0807935
872	457.0262611
873	456.8991267
874	456.8277898
875	456.6798122
876	456.5666543
877	456.440054
878	456.2764705
879	456.2023052
880	456.0829694
881	456.0249301
882	455.9590594
883	455.8223343
884	455.7484668
885	455.6862371
886	455.667757
887	455.4928794
888	455.3883798
889	455.3468979
890	455.2252499
891	455.0530779
892	454.8873529
893	454.7239976
894	454.58916
895	454.4253753
896	454.424171
897	454.3186183
898	454.1872054
899	454.057329
900	453.9498447
901	453.8011929
902	453.7060719
903	453.6737312
904	453.5299432
905	453.4778848
906	453.4566509
907	453.3117979
908	453.2174556
909	453.1635384
910	453.090712
911	453.0070257
912	452.9129409
913	452.7534196
914	452.6397502
915	452.583664
916	452.5101898
917	452.3862428
918	452.3202073
919	452.1769791
920	452.0422045
921	451.9756936
922	451.9122675
923	451.8682142
924	451.7177317
925	451.6088983
926	451.5173904
927	451.3121734
928	451.2122858
929	451.1118202
930	451.0318746
931	450.9575601
932	450.9001418
933	450.7363367
934	450.5369795
935	450.4876264
936	450.3963455
937	450.3166808
938	450.2027913
939	450.1358682
940	450.0059735
941	449.9423574
942	449.8527029
943	449.7910551
944	449.7029319
945	449.6456448
946	449.6005682
947	449.4844143
948	449.3430059
949	449.2150712
950	449.1224687
951	449.020941
952	448.8748
953	448.7892698
954	448.6363951
955	448.5484265
956	448.4197095
957	448.3421563
958	448.2547281
959	448.1400915
960	448.041976
961	448.0227195
962	447.870877
963	447.8352055
964	447.7198688
965	447.6352321
966	447.5444186
967	447.411688
968	447.3959127
969	447.3637371
970	447.240731
971	447.2099012
972	447.1826124
973	447.0625344
974	446.9091446
975	446.7520958
976	446.6535803
977	446.5741102
978	446.4770393
979	446.324877
980	446.3044917
981	446.2432454
982	446.2119995
983	446.1858072
984	446.1613249
985	446.0155534
986	445.9675845
987	445.9047137
988	445.8425153
989	445.75515
990	445.7272132
991	445.6347681
992	445.5012313
993	445.3927945
994	445.3395566
995	445.2821711
996	445.2496793
997	445.189558
998	445.1214031
999	444.9932371
98	436.0121792
999	435.9391976
